id,title,emoji,description,salary_entry,salary_mid,demand_index,ai_risk,required_education,alternatives,tags,created_at,updated_at,salary_senior,category,skills_required,degrees_accepted,certifications,future_demand,growth_rate,top_companies,remote_opportunities,career_code,canonical_name,day_to_day_summary,personality_fit,source_system,source_reference,data_version,last_reviewed_at,is_published
4854710c-f3b7-4718-85f0-7c5c91ffe757,Metallurgical Engineer,⚙️,Specializes in metals and alloys.,3,11,75,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,30,engineering,"{Mathematics,CAD,""Problem Solving"",""Project Mgmt"",""Domain Knowledge""}","{B.Tech,B.E,M.Tech,""Diploma in Engg""}","{GATE,""PE License"",""Six Sigma"",""AutoCAD Cert""}",Very High,13,"{L&T,Siemens,BHEL,Reliance}",None,metallurgical-engineer,Metallurgical Engineer,Specializes in metals and alloys.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
58fed9b5-9f8b-43fb-9933-7eee5944bc85,Metaverse Architect,🚀,Designs virtual world environments.,7,16,86,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,33,emerging,"{""Continuous Learning"",Adaptability,""Tech Literacy"",Research,Communication}","{B.Tech,M.Tech,""Online Cert"",Bootcamp}","{""AI Cert"",""Cloud Cert"",""Sustainability Cert""}",Very High,7,"{OpenAI,Tata,DeepMind,Microsoft}",Low,metaverse-architect,Metaverse Architect,Designs virtual world environments.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
9b085eda-1036-40bd-98a5-95326992cddc,Microfinance Officer,💰,Provides finance to underserved groups.,3,7,40,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,20,finance,"{""Financial Modeling"",Excel,Accounting,Analytics,Communication}","{B.Com,M.Com,CA,CFA,""MBA Finance""}","{CFA,FRM,NISM,CPA}",High,14,"{HDFC,ICICI,""JP Morgan"",""Goldman Sachs""}",None,microfinance-officer,Microfinance Officer,Provides finance to underserved groups.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
cd79704f-e370-478b-ad23-19210d30c9e2,Microlearning Designer,📚,Designs short-form learning content.,6,18,63,Low,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,29,education,"{Teaching,Communication,""Curriculum Design"",Patience,Assessment}","{B.Ed,M.Ed,BA,MA,PhD}","{CTET,TET,TEFL,""Online Teaching Cert""}",Low,16,"{Schools,BYJU's,Vedantu,Universities}",Medium,microlearning-designer,Microlearning Designer,Designs short-form learning content.,"Patient, communicative, encouraging and committed to lifelong learning.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
fdaaced6-f890-4cb0-8fc3-01c59fad6cfd,Midwife,🩺,Supports women through pregnancy and birth.,7,17,76,Low,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,41,healthcare,"{""Patient Care"",""Clinical Knowledge"",Empathy,Diagnostics,Communication}","{MBBS,BDS,B.Pharm,""B.Sc Nursing"",BPT}","{BLS,ACLS,""NEET PG"",USMLE,""Specialty Boards""}",Medium,14,"{Manipal,Max,Apollo,AIIMS}",None,midwife,Midwife,Supports women through pregnancy and birth.,"Empathetic, resilient, detail-oriented and motivated by service.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
b0d4a1c4-f2fc-4163-9efc-cdda7a2eda2d,Mining Engineer,⚙️,Plans extraction of mineral resources.,2,7,73,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,31,engineering,"{Mathematics,CAD,""Problem Solving"",""Project Mgmt"",""Domain Knowledge""}","{B.Tech,B.E,M.Tech,""Diploma in Engg""}","{GATE,""PE License"",""Six Sigma"",""AutoCAD Cert""}",High,7,"{Tata,Reliance,Siemens,L&T}",None,mining-engineer,Mining Engineer,Plans extraction of mineral resources.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
03e18b61-34d0-442b-9414-40d13f324a8b,MLOps Engineer,💻,"Manages ML lifecycle, deployment and monitoring.",5,15,65,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,29,tech,"{Programming,""Problem Solving"",""System Design"",Cloud,Git}","{""B.Tech CSE"",BCA,MCA,""B.Sc IT"",Bootcamp}","{""AWS Certified"",""Google Cloud Cert"",""Coursera Cert"",""Meta Cert""}",Very High,15,"{Infosys,Razorpay,Google,Amazon}",High,mlops-engineer,MLOps Engineer,"Manages ML lifecycle, deployment and monitoring.","Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
4eca0f28-1cf9-40cb-80c6-b670d52f0787,Mobile App Developer,💻,Builds native and cross-platform apps for iOS and Android.,4,11,69,High,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,41,tech,"{Programming,""Problem Solving"",""System Design"",Cloud,Git}","{""B.Tech CSE"",BCA,MCA,""B.Sc IT"",Bootcamp}","{""AWS Certified"",""Google Cloud Cert"",""Coursera Cert"",""Meta Cert""}",Very High,4,"{Razorpay,Microsoft,Google,Infosys}",Medium,mobile-app-developer,Mobile App Developer,Builds native and cross-platform apps for iOS and Android.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
d522cd44-e6b5-499c-80d3-f05d977708b5,Monk,🏛️,Lives a religious monastic life.,3,7,46,Low,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,35,public,"{""Public Service"",Ethics,Communication,Leadership,Discipline}","{BA,""Civil Services"",NDA,""BA Pol Sci""}","{UPSC,SSC,""Defense Service Exam""}",High,6,"{GoI,""Indian Army"",""State Govt"",NGOs}",Low,monk,Monk,Lives a religious monastic life.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
28ba021b-4f3c-417d-a2bc-b69fe2e229c7,Montessori Teacher,📚,Teaches in Montessori method schools.,3,14,87,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,41,education,"{Teaching,Communication,""Curriculum Design"",Patience,Assessment}","{B.Ed,M.Ed,BA,MA,PhD}","{CTET,TET,TEFL,""Online Teaching Cert""}",Medium,16,"{Unacademy,Schools,Universities,BYJU's}",Medium,montessori-teacher,Montessori Teacher,Teaches in Montessori method schools.,"Patient, communicative, encouraging and committed to lifelong learning.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
cb95d5de-3af7-4879-95a0-647237bd18b2,MOOC Producer,📚,Produces online courses.,2,8,53,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,38,education,"{Teaching,Communication,""Curriculum Design"",Patience,Assessment}","{B.Ed,M.Ed,BA,MA,PhD}","{CTET,TET,TEFL,""Online Teaching Cert""}",Medium,4,"{BYJU's,Universities,Unacademy,Schools}",None,mooc-producer,MOOC Producer,Produces online courses.,"Patient, communicative, encouraging and committed to lifelong learning.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
df217990-9378-43f7-a4d4-c4ecddd690b8,Mortgage Broker,💰,Helps borrowers find home loans.,3,8,55,Low,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,33,finance,"{""Financial Modeling"",Excel,Accounting,Analytics,Communication}","{B.Com,M.Com,CA,CFA,""MBA Finance""}","{CFA,FRM,NISM,CPA}",Very High,24,"{ICICI,""JP Morgan"",""Goldman Sachs"",SBI}",Medium,mortgage-broker,Mortgage Broker,Helps borrowers find home loans.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
639ba8e6-aa75-443c-9304-dc94396096e5,Mortgage Loan Officer,💰,Helps customers secure home loans.,3,12,88,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,29,finance,"{""Financial Modeling"",Excel,Accounting,Analytics,Communication}","{B.Com,M.Com,CA,CFA,""MBA Finance""}","{CFA,FRM,NISM,CPA}",Low,20,"{SBI,""Goldman Sachs"",ICICI,HDFC}",High,mortgage-loan-officer,Mortgage Loan Officer,Helps customers secure home loans.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
7c99ee32-ca11-49bc-a89d-01d0b955f63f,Mortician,🔧,Prepares bodies for funerals.,5,16,86,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,44,trades,"{""Manual Skills"",Safety,""Tools Knowledge"",""Problem Solving"",Stamina}","{ITI,Diploma,Certification,Apprenticeship}","{""ITI Cert"",Apprenticeship,""Trade License""}",Medium,12,"{""Local Firms"",""Self Employed"",Industry,Contractor}",Medium,mortician,Mortician,Prepares bodies for funerals.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
a3aaa708-cad2-46df-b3b1-9366020b6583,Motion Designer,🎨,Creates animated graphics and interface motion.,3,14,87,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,32,design,"{Figma,""Visual Design"",Typography,""User Research"",Prototyping}","{B.Des,B.F.A,""Diploma in Design"",B.Arch}","{""Figma Cert"",""Adobe Cert"",""NID Workshop""}",High,10,"{Razorpay,Lollypop,Frog,IDEO}",High,motion-designer,Motion Designer,Creates animated graphics and interface motion.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
a900302d-211e-4ba5-9b76-b46cdf6901e1,Mountaineering Guide,⚽,Guides mountaineering expeditions.,7,19,50,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,33,sports,"{Discipline,""Physical Fitness"",Coaching,""Mental Toughness"",Teamwork}","{BPEd,""Sports Science Degree"",""Coaching Cert""}","{""NIS Coaching"",""ACE Cert"",""First Aid""}",High,16,"{Federations,""Sports Brands"",Clubs,BCCI}",Low,mountaineering-guide,Mountaineering Guide,Guides mountaineering expeditions.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
026af1c5-d0ff-4e39-a808-300f6cabd86a,Museum Director,📚,Leads museum operations.,4,9,53,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,29,education,"{Teaching,Communication,""Curriculum Design"",Patience,Assessment}","{B.Ed,M.Ed,BA,MA,PhD}","{CTET,TET,TEFL,""Online Teaching Cert""}",Low,4,"{Universities,Unacademy,Schools,Vedantu}",None,museum-director,Museum Director,Leads museum operations.,"Patient, communicative, encouraging and committed to lifelong learning.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
d2f22a79-e681-48de-8f96-4b78b07a279c,Music Composer,🎬,Composes original music.,2,8,81,Low,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,22,media,"{Storytelling,Creativity,Editing,Communication,Production}","{""BA Journalism"",BMM,BFA,""Diploma in Film""}","{""Adobe Premiere Cert"",""Avid Cert"",""Camera Cert""}",High,11,"{Disney,Sony,Netflix,NDTV}",Low,music-composer,Music Composer,Composes original music.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
a4ab855f-5714-448d-ab8d-a35421270a6b,Music Producer,🎬,Oversees recording and production of music.,7,11,54,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,37,media,"{Storytelling,Creativity,Editing,Communication,Production}","{""BA Journalism"",BMM,BFA,""Diploma in Film""}","{""Adobe Premiere Cert"",""Avid Cert"",""Camera Cert""}",Low,12,"{Disney,""Times Group"",Sony,Netflix}",Medium,music-producer,Music Producer,Oversees recording and production of music.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
ece14bcb-42e8-45e3-82bd-cee5682030da,Music Teacher,📚,Teaches music and instruments.,5,11,53,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,41,education,"{Teaching,Communication,""Curriculum Design"",Patience,Assessment}","{B.Ed,M.Ed,BA,MA,PhD}","{CTET,TET,TEFL,""Online Teaching Cert""}",Low,5,"{Vedantu,Unacademy,BYJU's,Universities}",None,music-teacher,Music Teacher,Teaches music and instruments.,"Patient, communicative, encouraging and committed to lifelong learning.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
157639a3-a88a-4fae-ac7f-47bfc61f4722,Music Therapist,🩺,Uses music for therapy.,2,9,94,Low,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,22,healthcare,"{""Patient Care"",""Clinical Knowledge"",Empathy,Diagnostics,Communication}","{MBBS,BDS,B.Pharm,""B.Sc Nursing"",BPT}","{BLS,ACLS,""NEET PG"",USMLE,""Specialty Boards""}",High,2,"{AIIMS,Manipal,Max,Apollo}",Medium,music-therapist,Music Therapist,Uses music for therapy.,"Empathetic, resilient, detail-oriented and motivated by service.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
50d04c40-f8f9-4b4d-a50a-3318ddb540bc,Musician,🎬,Performs and composes music professionally.,6,18,84,High,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,43,media,"{Storytelling,Creativity,Editing,Communication,Production}","{""BA Journalism"",BMM,BFA,""Diploma in Film""}","{""Adobe Premiere Cert"",""Avid Cert"",""Camera Cert""}",Medium,9,"{Disney,Netflix,NDTV,Sony}",None,musician,Musician,Performs and composes music professionally.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
ef3cf3d6-3dc9-469f-9281-3da065686efb,Nanotechnology Engineer,🚀,Works at the nanoscale on materials and devices.,4,11,67,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,24,emerging,"{""Continuous Learning"",Adaptability,""Tech Literacy"",Research,Communication}","{B.Tech,M.Tech,""Online Cert"",Bootcamp}","{""AI Cert"",""Cloud Cert"",""Sustainability Cert""}",High,6,"{Tata,""Reliance Jio"",Microsoft,DeepMind}",Low,nanotechnology-engineer,Nanotechnology Engineer,Works at the nanoscale on materials and devices.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
ce670401-6fa8-4cda-9202-42afbd212733,Naval Officer,🏛️,Officer in the navy.,3,10,78,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,33,public,"{""Public Service"",Ethics,Communication,Leadership,Discipline}","{BA,""Civil Services"",NDA,""BA Pol Sci""}","{UPSC,SSC,""Defense Service Exam""}",Medium,7,"{Police,GoI,NGOs,""Indian Army""}",Low,naval-officer,Naval Officer,Officer in the navy.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
77166ea6-995b-4f79-ac51-a55c010d4a0e,Network Engineer,💻,Designs and maintains computer networks.,3,12,56,High,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,29,tech,"{Programming,""Problem Solving"",""System Design"",Cloud,Git}","{""B.Tech CSE"",BCA,MCA,""B.Sc IT"",Bootcamp}","{""AWS Certified"",""Google Cloud Cert"",""Coursera Cert"",""Meta Cert""}",High,23,"{Razorpay,Amazon,TCS,Google}",High,network-engineer,Network Engineer,Designs and maintains computer networks.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
79965b0e-00af-4a71-8101-35dde7d09afd,Network Security Engineer,💻,Secures enterprise networks.,2,9,71,High,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,22,tech,"{Programming,""Problem Solving"",""System Design"",Cloud,Git}","{""B.Tech CSE"",BCA,MCA,""B.Sc IT"",Bootcamp}","{""AWS Certified"",""Google Cloud Cert"",""Coursera Cert"",""Meta Cert""}",High,3,"{TCS,Flipkart,Microsoft,Google}",High,network-security-engineer,Network Security Engineer,Secures enterprise networks.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
9191680c-ff80-4e9d-91db-cae22f7b5e55,Neurologist,🩺,Specializes in brain and nervous system.,6,16,72,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,40,healthcare,"{""Patient Care"",""Clinical Knowledge"",Empathy,Diagnostics,Communication}","{MBBS,BDS,B.Pharm,""B.Sc Nursing"",BPT}","{BLS,ACLS,""NEET PG"",USMLE,""Specialty Boards""}",High,11,"{AIIMS,Fortis,Max,Apollo}",Low,neurologist,Neurologist,Specializes in brain and nervous system.,"Empathetic, resilient, detail-oriented and motivated by service.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
0e1253ed-ad9a-4e88-9413-0a92bcd2c0c6,News Anchor,🎬,Presents news on television or radio.,8,18,46,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,47,media,"{Storytelling,Creativity,Editing,Communication,Production}","{""BA Journalism"",BMM,BFA,""Diploma in Film""}","{""Adobe Premiere Cert"",""Avid Cert"",""Camera Cert""}",Medium,14,"{NDTV,""Times Group"",Netflix,Sony}",High,news-anchor,News Anchor,Presents news on television or radio.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
5b342f5c-2e3c-40b6-b585-9832d4b8d430,News Producer,🎬,Produces news broadcasts.,5,12,44,Low,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,39,media,"{Storytelling,Creativity,Editing,Communication,Production}","{""BA Journalism"",BMM,BFA,""Diploma in Film""}","{""Adobe Premiere Cert"",""Avid Cert"",""Camera Cert""}",Low,24,"{Sony,""Times Group"",Netflix,NDTV}",Medium,news-producer,News Producer,Produces news broadcasts.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
58bc7f2f-9c37-4b3a-a555-a260d8ec43b3,NFT Artist,🚀,Creates and sells digital art as NFTs.,6,18,54,High,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,36,emerging,"{""Continuous Learning"",Adaptability,""Tech Literacy"",Research,Communication}","{B.Tech,M.Tech,""Online Cert"",Bootcamp}","{""AI Cert"",""Cloud Cert"",""Sustainability Cert""}",High,13,"{DeepMind,Tata,""Reliance Jio"",OpenAI}",High,nft-artist,NFT Artist,Creates and sells digital art as NFTs.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
f8e36e51-e887-4b55-8bf6-9badafb4a57f,NGO Manager,🏛️,Leads non-profit organizations.,7,15,78,Low,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,27,public,"{""Public Service"",Ethics,Communication,Leadership,Discipline}","{BA,""Civil Services"",NDA,""BA Pol Sci""}","{UPSC,SSC,""Defense Service Exam""}",High,24,"{NGOs,Police,""Indian Army"",GoI}",Low,ngo-manager,NGO Manager,Leads non-profit organizations.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
b54c61bd-e39a-4a38-a07c-c4716701e39e,NLP Engineer,💻,Builds systems that understand and generate human language.,2,13,95,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,38,tech,"{Programming,""Problem Solving"",""System Design"",Cloud,Git}","{""B.Tech CSE"",BCA,MCA,""B.Sc IT"",Bootcamp}","{""AWS Certified"",""Google Cloud Cert"",""Coursera Cert"",""Meta Cert""}",High,9,"{Microsoft,Infosys,Flipkart,Amazon}",High,nlp-engineer,NLP Engineer,Builds systems that understand and generate human language.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
d22531ca-d8d4-4962-a762-68250af421e8,No-Code Maker,💻,Builds tools and apps with no-code platforms.,6,16,79,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,24,tech,"{Programming,""Problem Solving"",""System Design"",Cloud,Git}","{""B.Tech CSE"",BCA,MCA,""B.Sc IT"",Bootcamp}","{""AWS Certified"",""Google Cloud Cert"",""Coursera Cert"",""Meta Cert""}",Very High,18,"{Flipkart,Google,Razorpay,TCS}",Low,no-code-maker,No-Code Maker,Builds tools and apps with no-code platforms.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
fb04187d-90a8-49e5-af0c-b2dd784d2830,Node.js Developer,💻,Builds backend systems in Node.js.,6,16,52,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,44,tech,"{Programming,""Problem Solving"",""System Design"",Cloud,Git}","{""B.Tech CSE"",BCA,MCA,""B.Sc IT"",Bootcamp}","{""AWS Certified"",""Google Cloud Cert"",""Coursera Cert"",""Meta Cert""}",High,15,"{Amazon,Microsoft,Flipkart,Infosys}",High,node-js-developer,Node.js Developer,Builds backend systems in Node.js.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
77e9eb96-701f-4c25-964c-7e8edc0d29a2,Nondestructive Testing Inspector,🔧,Tests materials without damage.,6,14,46,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,42,trades,"{""Manual Skills"",Safety,""Tools Knowledge"",""Problem Solving"",Stamina}","{ITI,Diploma,Certification,Apprenticeship}","{""ITI Cert"",Apprenticeship,""Trade License""}",Medium,17,"{Industry,""Self Employed"",Contractor,""Local Firms""}",None,nondestructive-testing-inspector,Nondestructive Testing Inspector,Tests materials without damage.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
4924d8ec-9fe2-4165-8461-227882748f6b,Notary,⚖️,Certifies legal documents.,5,9,59,High,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,19,law,"{""Legal Research"",Writing,Negotiation,""Public Speaking"",Ethics}","{LLB,LLM,""BA LLB"",""Integrated Law""}","{""Bar Exam"",CS,""Specialty Cert""}",High,25,"{""Cyril Amarchand"",Khaitan,S&R,AZB}",None,notary,Notary,Certifies legal documents.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
1ca3f33e-fff3-427a-af06-c7db2eb660b3,Novelist,🎬,Writes long-form fiction.,3,13,67,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,26,media,"{Storytelling,Creativity,Editing,Communication,Production}","{""BA Journalism"",BMM,BFA,""Diploma in Film""}","{""Adobe Premiere Cert"",""Avid Cert"",""Camera Cert""}",High,11,"{Netflix,Disney,""Times Group"",Sony}",High,novelist,Novelist,Writes long-form fiction.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
fbcbca36-2cc8-4af3-afcd-9b3def1fd2d4,Nuclear Engineer,⚙️,Designs nuclear systems and reactors.,5,12,70,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,41,engineering,"{Mathematics,CAD,""Problem Solving"",""Project Mgmt"",""Domain Knowledge""}","{B.Tech,B.E,M.Tech,""Diploma in Engg""}","{GATE,""PE License"",""Six Sigma"",""AutoCAD Cert""}",Medium,16,"{L&T,BHEL,Siemens,Tata}",None,nuclear-engineer,Nuclear Engineer,Designs nuclear systems and reactors.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
80b0757c-cd4f-4cb9-8639-0cd56135e0ed,Nurse,🩺,Provides patient care and clinical support.,4,15,61,Low,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,29,healthcare,"{""Patient Care"",""Clinical Knowledge"",Empathy,Diagnostics,Communication}","{MBBS,BDS,B.Pharm,""B.Sc Nursing"",BPT}","{BLS,ACLS,""NEET PG"",USMLE,""Specialty Boards""}",High,6,"{Apollo,AIIMS,Manipal,Max}",Medium,nurse,Nurse,Provides patient care and clinical support.,"Empathetic, resilient, detail-oriented and motivated by service.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
4851afdb-9d3d-46db-9db6-684c884c0a07,Nurse Practitioner,🩺,Provides advanced clinical care.,8,14,66,Low,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,41,healthcare,"{""Patient Care"",""Clinical Knowledge"",Empathy,Diagnostics,Communication}","{MBBS,BDS,B.Pharm,""B.Sc Nursing"",BPT}","{BLS,ACLS,""NEET PG"",USMLE,""Specialty Boards""}",Medium,7,"{Fortis,Manipal,AIIMS,Max}",Low,nurse-practitioner,Nurse Practitioner,Provides advanced clinical care.,"Empathetic, resilient, detail-oriented and motivated by service.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
3d442b19-a3b5-44e0-9ad8-679046b0bcf3,Nutritionist,🩺,Advises on healthy eating habits.,7,12,80,Low,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,36,healthcare,"{""Patient Care"",""Clinical Knowledge"",Empathy,Diagnostics,Communication}","{MBBS,BDS,B.Pharm,""B.Sc Nursing"",BPT}","{BLS,ACLS,""NEET PG"",USMLE,""Specialty Boards""}",High,18,"{Manipal,Apollo,Fortis,AIIMS}",Low,nutritionist,Nutritionist,Advises on healthy eating habits.,"Empathetic, resilient, detail-oriented and motivated by service.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
69d716f5-fb2f-4103-9bb4-88502ff3b705,Occupational Therapist,🩺,Helps patients perform daily activities.,5,9,60,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,29,healthcare,"{""Patient Care"",""Clinical Knowledge"",Empathy,Diagnostics,Communication}","{MBBS,BDS,B.Pharm,""B.Sc Nursing"",BPT}","{BLS,ACLS,""NEET PG"",USMLE,""Specialty Boards""}",Medium,9,"{Max,Apollo,Fortis,Manipal}",Low,occupational-therapist,Occupational Therapist,Helps patients perform daily activities.,"Empathetic, resilient, detail-oriented and motivated by service.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
